INT	INT	INT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT	INT	INT	FLOAT	FLOAT
1504	144	9	31653627	633072	193.5	1.0	31653627	633072	193.5	1.0	81748933	1634978	193.5	1.0	31378378	627567	193.5	1.0	17065433	341308	193.5	1.0	21102813	422056	193.5	1.0	21102813	422056	193.5	1.0	17764779	355295	193.5	1.0	24140785	482815	193.5	1.0	21955775	439115	193.5	1.0	18786523	375730	193.5	1.0
1505	145	9	31980796	639615	195.0	1.0	31980796	639615	195.0	1.0	82593883	1651877	195.0	1.0	31702702	634054	195.0	1.0	17241820	344836	195.0	1.0	21320930	426418	195.0	1.0	21320930	426418	195.0	1.0	17948395	358967	195.0	1.0	24390302	487806	195.0	1.0	22182708	443654	195.0	1.0	18980699	379613	195.0	1.0
1506	146	9	32307965	646159	196.5	1.0	32307965	646159	196.5	1.0	83438833	1668776	196.5	1.0	32027027	640540	196.5	1.0	17418207	348364	196.5	1.0	21539047	430780	196.5	1.0	21539047	430780	196.5	1.0	18132010	362640	196.5	1.0	24639819	492796	196.5	1.0	22409641	448192	196.5	1.0	19174875	383497	196.5	1.0
1507	147	9	32635135	652702	198.0	1.0	32635135	652702	198.0	1.0	84283783	1685675	198.0	1.0	32351351	647027	198.0	1.0	17594594	351891	198.0	1.0	21757164	435143	198.0	1.0	21757164	435143	198.0	1.0	18315625	366312	198.0	1.0	24889337	497786	198.0	1.0	22636574	452731	198.0	1.0	19369051	387381	198.0	1.0
1508	148	9	32962304	659246	199.5	1.0	32962304	659246	199.5	1.0	85128733	1702574	199.5	1.0	32675675	653513	199.5	1.0	17770981	355419	199.5	1.0	21975281	439505	199.5	1.0	21975281	439505	199.5	1.0	18499241	369984	199.5	1.0	25138854	502777	199.5	1.0	22863508	457270	199.5	1.0	19563227	391264	199.5	1.0
1509	149	9	33289473	665789	201.0	1.0	33289473	665789	201.0	1.0	85973684	1719473	201.0	1.0	33000000	660000	201.0	1.0	17947368	358947	201.0	1.0	22193398	443867	201.0	1.0	22193398	443867	201.0	1.0	18682856	373657	201.0	1.0	25388371	507767	201.0	1.0	23090441	461808	201.0	1.0	19757403	395148	201.0	1.0
1510	150	9	33616642	672332	202.5	1.0	33616642	672332	202.5	1.0	86818634	1736372	202.5	1.0	33324324	666486	202.5	1.0	18123755	362475	202.5	1.0	22411515	448230	202.5	1.0	22411515	448230	202.5	1.0	18866471	377329	202.5	1.0	25637888	512757	202.5	1.0	23317374	466347	202.5	1.0	19951579	399031	202.5	1.0
1511	0	10	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0	0	0	0.0	1.0
1512	1	10	1871	56	1.0	1.0	1871	56	1.0	1.0	3275	98	1.0	1.0	418	12	1.0	1.0	1224	36	1.0	1.0	1353	40	1.0	1.0	1353	40	1.0	1.0	1011	30	1.0	1.0	586	17	1.0	1.0	1092	32	1.0	1.0	1125	33	1.0	1.0
1513	2	10	23262	697	2.0	1.0	23262	697	2.0	1.0	40709	1221	2.0	1.0	5197	155	2.0	1.0	15219	456	2.0	1.0	16825	504	2.0	1.0	16825	504	2.0	1.0	12573	377	2.0	1.0	7289	218	2.0	1.0	13581	407	2.0	1.0	13986	419	2.0	1.0
1514	3	10	66717	2001	3.0	1.0	66717	2001	3.0	1.0	116754	3502	3.0	1.0	14904	447	3.0	1.0	43650	1309	3.0	1.0	48254	1447	3.0	1.0	48254	1447	3.0	1.0	36059	1081	3.0	1.0	20905	627	3.0	1.0	38951	1168	3.0	1.0	40113	1203	3.0	1.0
1515	4	10	125929	3777	4.0	1.0	125929	3777	4.0	1.0	220376	6611	4.0	1.0	28133	843	4.0	1.0	82390	2471	4.0	1.0	91081	2732	4.0	1.0	91081	2732	4.0	1.0	68062	2041	4.0	1.0	39459	1183	4.0	1.0	73521	2205	4.0	1.0	75714	2271	4.0	1.0
1516	5	10	198445	5953	5.0	1.0	198445	5953	5.0	1.0	347280	10418	5.0	1.0	44333	1329	5.0	1.0	129834	3894	5.0	1.0	143530	4305	5.0	1.0	143530	4305	5.0	1.0	107255	3217	5.0	1.0	62182	1865	5.0	1.0	115859	3475	5.0	1.0	119313	3579	5.0	1.0
1517	6	10	282791	8483	6.0	1.0	282791	8483	6.0	1.0	494885	14846	6.0	1.0	63176	1895	6.0	1.0	185017	5550	6.0	1.0	204535	6135	6.0	1.0	204535	6135	6.0	1.0	152842	4585	6.0	1.0	88611	2658	6.0	1.0	165103	4953	6.0	1.0	170025	5100	6.0	1.0
1518	7	10	377944	11338	7.0	1.0	377944	11338	7.0	1.0	661403	19842	7.0	1.0	84434	2533	7.0	1.0	247272	7418	7.0	1.0	273356	8200	7.0	1.0	273356	8200	7.0	1.0	204271	6128	7.0	1.0	118427	3552	7.0	1.0	220656	6619	7.0	1.0	227235	6817	7.0	1.0
1519	8	10	483139	14494	8.0	1.0	483139	14494	8.0	1.0	845494	25364	8.0	1.0	107935	3238	8.0	1.0	316096	9482	8.0	1.0	349441	10483	8.0	1.0	349441	10483	8.0	1.0	261126	7833	8.0	1.0	151390	4541	8.0	1.0	282073	8462	8.0	1.0	290483	8714	8.0	1.0
1520	9	10	597772	17933	9.0	1.0	597772	17933	9.0	1.0	1046102	31382	9.0	1.0	133544	4006	9.0	1.0	391095	11732	9.0	1.0	432352	12970	9.0	1.0	432352	12970	9.0	1.0	323083	9692	9.0	1.0	187310	5619	9.0	1.0	348999	10469	9.0	1.0	359405	10782	9.0	1.0
1521	10	10	721350	21640	10.0	1.0	721350	21640	10.0	1.0	1262363	37870	10.0	1.0	161152	4834	10.0	1.0	471947	14158	10.0	1.0	521732	15651	10.0	1.0	521732	15651	10.0	1.0	389874	11696	10.0	1.0	226032	6780	10.0	1.0	421148	12634	10.0	1.0	433705	13011	10.0	1.0
1522	11	10	853460	25603	11.0	1.0	853460	25603	11.0	1.0	1493556	44806	11.0	1.0	190666	5719	11.0	1.0	558381	16751	11.0	1.0	617284	18518	11.0	1.0	617284	18518	11.0	1.0	461277	13838	11.0	1.0	267429	8022	11.0	1.0	498278	14948	11.0	1.0	513135	15394	11.0	1.0
1523	12	10	993749	29812	12.0	1.0	993749	29812	12.0	1.0	1739062	52171	12.0	1.0	222007	6660	12.0	1.0	650166	19504	12.0	1.0	718751	21562	12.0	1.0	718751	21562	12.0	1.0	537100	16112	12.0	1.0	311388	9341	12.0	1.0	580184	17405	12.0	1.0	597483	17924	12.0	1.0
1524	13	10	1141911	34257	13.0	1.0	1141911	34257	13.0	1.0	1998345	59950	13.0	1.0	255107	7653	13.0	1.0	747101	22413	13.0	1.0	825912	24777	13.0	1.0	825912	24777	13.0	1.0	617179	18515	13.0	1.0	357814	10734	13.0	1.0	666686	20000	13.0	1.0	686564	20596	13.0	1.0
1525	14	10	1297676	38930	14.0	1.0	1297676	38930	14.0	1.0	2270933	68127	14.0	1.0	289906	8697	14.0	1.0	849011	25470	14.0	1.0	938572	28157	14.0	1.0	938572	28157	14.0	1.0	701366	21040	14.0	1.0	406622	12198	14.0	1.0	757626	22728	14.0	1.0	780216	23406	14.0	1.0
1526	15	10	1460803	43824	15.0	1.0	1460803	43824	15.0	1.0	2556405	76692	15.0	1.0	326349	9790	15.0	1.0	955738	28672	15.0	1.0	1056557	31696	15.0	1.0	1056557	31696	15.0	1.0	789533	23685	15.0	1.0	457737	13732	15.0	1.0	852865	25585	15.0	1.0	878295	26348	15.0	1.0
1527	16	10	1631078	48932	16.0	1.0	1631078	48932	16.0	1.0	2854386	85631	16.0	1.0	364389	10931	16.0	1.0	1067141	32014	16.0	1.0	1179712	35391	16.0	1.0	1179712	35391	16.0	1.0	881563	26446	16.0	1.0	511092	15332	16.0	1.0	952277	28568	16.0	1.0	980671	29420	16.0	1.0
1528	17	10	1808305	54249	17.0	1.0	1808305	54249	17.0	1.0	3164534	94935	17.0	1.0	403983	12119	17.0	1.0	1183093	35492	17.0	1.0	1307896	39236	17.0	1.0	1307896	39236	17.0	1.0	977350	29320	17.0	1.0	566626	16998	17.0	1.0	1055748	31672	17.0	1.0	1087227	32616	17.0	1.0
1529	18	10	1992308	59769	18.0	1.0	1992308	59769	18.0	1.0	3486539	104596	18.0	1.0	445090	13352	18.0	1.0	1303478	39104	18.0	1.0	1440980	43229	18.0	1.0	1440980	43229	18.0	1.0	1076800	32303	18.0	1.0	624283	18728	18.0	1.0	1163175	34895	18.0	1.0	1197858	35935	18.0	1.0
1530	19	10	2182923	65487	19.0	1.0	2182923	65487	19.0	1.0	3820116	114603	19.0	1.0	487674	14630	19.0	1.0	1428189	42845	19.0	1.0	1578847	47365	19.0	1.0	1578847	47365	19.0	1.0	1179824	35394	19.0	1.0	684011	20520	19.0	1.0	1274463	38233	19.0	1.0	1312464	39373	19.0	1.0
1531	20	10	2380002	71400	20.0	1.0	2380002	71400	20.0	1.0	4165005	124950	20.0	1.0	531702	15951	20.0	1.0	1557129	46713	20.0	1.0	1721388	51641	20.0	1.0	1721388	51641	20.0	1.0	1286341	38590	20.0	1.0	745765	22372	20.0	1.0	1389524	41685	20.0	1.0	1430956	42928	20.0	1.0
1532	21	10	2583406	77502	21.0	1.0	2583406	77502	21.0	1.0	4520961	135628	21.0	1.0	577144	17314	21.0	1.0	1690207	50706	21.0	1.0	1868505	56055	21.0	1.0	1868505	56055	21.0	1.0	1396276	41888	21.0	1.0	809501	24285	21.0	1.0	1508278	45248	21.0	1.0	1553251	46597	21.0	1.0
1533	22	10	2793007	83790	22.0	1.0	2793007	83790	22.0	1.0	4887762	146632	22.0	1.0	623969	18719	22.0	1.0	1827339	54820	22.0	1.0	2020103	60603	22.0	1.0	2020103	60603	22.0	1.0	1509561	45286	22.0	1.0	875179	26255	22.0	1.0	1630650	48919	22.0	1.0	1679271	50378	22.0	1.0
1534	23	10	3008684	90260	23.0	1.0	3008684	90260	23.0	1.0	5265197	157955	23.0	1.0	672152	20164	23.0	1.0	1968447	59053	23.0	1.0	2176096	65282	23.0	1.0	2176096	65282	23.0	1.0	1626130	48783	23.0	1.0	942760	28282	23.0	1.0	1756570	52697	23.0	1.0	1808945	54268	23.0	1.0
1535	24	10	3230325	96909	24.0	1.0	3230325	96909	24.0	1.0	5653069	169592	24.0	1.0	721668	21650	24.0	1.0	2113457	63403	24.0	1.0	2336403	70092	24.0	1.0	2336403	70092	24.0	1.0	1745922	52377	24.0	1.0	1012211	30366	24.0	1.0	1885971	56579	24.0	1.0	1942205	58266	24.0	1.0
1536	25	10	3457826	103734	25.0	1.0	3457826	103734	25.0	1.0	6051196	181535	25.0	1.0	772493	23174	25.0	1.0	2262301	67868	25.0	1.0	2500948	75028	25.0	1.0	2500948	75028	25.0	1.0	1868882	56066	25.0	1.0	1083498	32504	25.0	1.0	2018794	60563	25.0	1.0	2078988	62369	25.0	1.0
1537	26	10	3691087	110732	26.0	1.0	3691087	110732	26.0	1.0	6459403	193781	26.0	1.0	824604	24738	26.0	1.0	2414913	72447	26.0	1.0	2669659	80089	26.0	1.0	2669659	80089	26.0	1.0	1994954	59848	26.0	1.0	1156589	34697	26.0	1.0	2154979	64649	26.0	1.0	2219234	66576	26.0	1.0
1538	27	10	3930015	117900	27.0	1.0	3930015	117900	27.0	1.0	6877527	206325	27.0	1.0	877982	26339	27.0	1.0	2571233	77137	27.0	1.0	2842469	85274	27.0	1.0	2842469	85274	27.0	1.0	2124090	63722	27.0	1.0	1231457	36943	27.0	1.0	2294473	68834	27.0	1.0	2362887	70886	27.0	1.0
1539	28	10	4174522	125235	28.0	1.0	4174522	125235	28.0	1.0	7305414	219162	28.0	1.0	932606	27978	28.0	1.0	2731203	81936	28.0	1.0	3019314	90579	28.0	1.0	3019314	90579	28.0	1.0	2256241	67687	28.0	1.0	1308072	39242	28.0	1.0	2437225	73116	28.0	1.0	2509895	75296	28.0	1.0
1540	29	10	4424524	132735	29.0	1.0	4424524	132735	29.0	1.0	7742918	232287	29.0	1.0	988457	29653	29.0	1.0	2894768	86842	29.0	1.0	3200133	96003	29.0	1.0	3200133	96003	29.0	1.0	2391362	71740	29.0	1.0	1386409	41592	29.0	1.0	2583184	77495	29.0	1.0	2660207	79806	29.0	1.0
1541	30	10	4679943	140398	30.0	1.0	4679943	140398	30.0	1.0	8189900	245697	30.0	1.0	1045519	31365	30.0	1.0	3061877	91856	30.0	1.0	3384870	101546	30.0	1.0	3384870	101546	30.0	1.0	2529410	75882	30.0	1.0	1466444	43993	30.0	1.0	2732306	81969	30.0	1.0	2813775	84413	30.0	1.0
1542	31	10	4947368	148421	31.25	1.0	4947368	148421	31.25	1.0	8657894	259736	31.25	1.0	1105263	33157	31.25	1.0	3236842	97105	31.25	1.0	3578291	107348	31.25	1.0	3578291	107348	31.25	1.0	2673948	80218	31.25	1.0	1550241	46507	31.25	1.0	2888438	86653	31.25	1.0	2974562	89236	31.25	1.0
1543	32	10	5214793	156443	32.5	1.0	5214793	156443	32.5	1.0	9125889	273776	32.5	1.0	1165007	34950	32.5	1.0	3411806	102354	32.5	1.0	3771713	113151	32.5	1.0	3771713	113151	32.5	1.0	2818485	84554	32.5	1.0	1634037	49021	32.5	1.0	3044570	91337	32.5	1.0	3135349	94060	32.5	1.0
1544	33	10	5482219	164466	33.75	1.0	5482219	164466	33.75	1.0	9593883	287816	33.75	1.0	1224751	36742	33.75	1.0	3586770	107603	33.75	1.0	3965134	118954	33.75	1.0	3965134	118954	33.75	1.0	2963023	88890	33.75	1.0	1717834	51535	33.75	1.0	3200702	96021	33.75	1.0	3296136	98884	33.75	1.0
1545	34	10	5749644	172489	35.0	1.0	5749644	172489	35.0	1.0	10061877	301856	35.0	1.0	1284495	38534	35.0	1.0	3761735	112852	35.0	1.0	4158555	124756	35.0	1.0	4158555	124756	35.0	1.0	3107561	93226	35.0	1.0	1801631	54048	35.0	1.0	3356833	100705	35.0	1.0	3456923	103707	35.0	1.0
1546	35	10	6017069	180512	36.25	1.0	6017069	180512	36.25	1.0	10529871	315896	36.25	1.0	1344238	40327	36.25	1.0	3936699	118100	36.25	1.0	4351976	130559	36.25	1.0	4351976	130559	36.25	1.0	3252099	97562	36.25	1.0	1885428	56562	36.25	1.0	3512965	105388	36.25	1.0	3617711	108531	36.25	1.0
1547	36	10	6284495	188534	37.5	1.0	6284495	188534	37.5	1.0	10997866	329935	37.5	1.0	1403982	42119	37.5	1.0	4111664	123349	37.5	1.0	4545397	136361	37.5	1.0	4545397	136361	37.5	1.0	3396636	101899	37.5	1.0	1969225	59076	37.5	1.0	3669097	110072	37.5	1.0	3778498	113354	37.5	1.0
1548	37	10	6551920	196557	38.75	1.0	6551920	196557	38.75	1.0	11465860	343975	38.75	1.0	1463726	43911	38.75	1.0	4286628	128598	38.75	1.0	4738818	142164	38.75	1.0	4738818	142164	38.75	1.0	3541174	106235	38.75	1.0	2053022	61590	38.75	1.0	3825229	114756	38.75	1.0	3939285	118178	38.75	1.0
1549	38	10	6819345	204580	40.0	1.0	6819345	204580	40.0	1.0	11933854	358015	40.0	1.0	1523470	45704	40.0	1.0	4461593	133847	40.0	1.0	4932240	147967	40.0	1.0	4932240	147967	40.0	1.0	3685712	110571	40.0	1.0	2136818	64104	40.0	1.0	3981361	119440	40.0	1.0	4100072	123002	40.0	1.0
1550	39	10	7086770	212603	41.25	1.0	7086770	212603	41.25	1.0	12401849	372055	41.25	1.0	1583214	47496	41.25	1.0	4636557	139096	41.25	1.0	5125661	153769	41.25	1.0	5125661	153769	41.25	1.0	3830250	114907	41.25	1.0	2220615	66618	41.25	1.0	4137492	124124	41.25	1.0	4260859	127825	41.25	1.0
1551	40	10	7354196	220625	42.5	1.0	7354196	220625	42.5	1.0	12869843	386095	42.5	1.0	1642958	49288	42.5	1.0	4811522	144345	42.5	1.0	5319082	159572	42.5	1.0	5319082	159572	42.5	1.0	3974787	119243	42.5	1.0	2304412	69132	42.5	1.0	4293624	128808	42.5	1.0	4421646	132649	42.5	1.0
1552	41	10	7621621	228648	43.75	1.0	7621621	228648	43.75	1.0	13337837	400135	43.75	1.0	1702702	51081	43.75	1.0	4986486	149594	43.75	1.0	5512503	165375	43.75	1.0	5512503	165375	43.75	1.0	4119325	123579	43.75	1.0	2388209	71646	43.75	1.0	4449756	133492	43.75	1.0	4582434	137473	43.75	1.0
1553	42	10	7889046	236671	45.0	1.0	7889046	236671	45.0	1.0	13805832	414174	45.0	1.0	1762446	52873	45.0	1.0	5161450	154843	45.0	1.0	5705924	171177	45.0	1.0	5705924	171177	45.0	1.0	4263863	127915	45.0	1.0	2472006	74160	45.0	1.0	4605888	138176	45.0	1.0	4743221	142296	45.0	1.0
1554	43	10	8156472	244694	46.25	1.0	8156472	244694	46.25	1.0	14273826	428214	46.25	1.0	1822190	54665	46.25	1.0	5336415	160092	46.25	1.0	5899346	176980	46.25	1.0	5899346	176980	46.25	1.0	4408400	132252	46.25	1.0	2555802	76674	46.25	1.0	4762020	142860	46.25	1.0	4904008	147120	46.25	1.0
1555	44	10	8423897	252716	47.5	1.0	8423897	252716	47.5	1.0	14741820	442254	47.5	1.0	1881934	56458	47.5	1.0	5511379	165341	47.5	1.0	6092767	182783	47.5	1.0	6092767	182783	47.5	1.0	4552938	136588	47.5	1.0	2639599	79187	47.5	1.0	4918151	147544	47.5	1.0	5064795	151943	47.5	1.0
1556	45	10	8691322	260739	48.75	1.0	8691322	260739	48.75	1.0	15209815	456294	48.75	1.0	1941678	58250	48.75	1.0	5686344	170590	48.75	1.0	6286188	188585	48.75	1.0	6286188	188585	48.75	1.0	4697476	140924	48.75	1.0	2723396	81701	48.75	1.0	5074283	152228	48.75	1.0	5225582	156767	48.75	1.0
1557	46	10	8958748	268762	50.0	1.0	8958748	268762	50.0	1.0	15677809	470334	50.0	1.0	2001422	60042	50.0	1.0	5861308	175839	50.0	1.0	6479609	194388	50.0	1.0	6479609	194388	50.0	1.0	4842014	145260	50.0	1.0	2807193	84215	50.0	1.0	5230415	156912	50.0	1.0	5386369	161591	50.0	1.0
1558	47	10	9226173	276785	51.25	1.0	9226173	276785	51.25	1.0	16145803	484374	51.25	1.0	2061166	61834	51.25	1.0	6036273	181088	51.25	1.0	6673030	200190	51.25	1.0	6673030	200190	51.25	1.0	4986551	149596	51.25	1.0	2890990	86729	51.25	1.0	5386547	161596	51.25	1.0	5547157	166414	51.25	1.0
1559	48	10	9493598	284807	52.5	1.0	9493598	284807	52.5	1.0	16613798	498413	52.5	1.0	2120910	63627	52.5	1.0	6211237	186337	52.5	1.0	6866451	205993	52.5	1.0	6866451	205993	52.5	1.0	5131089	153932	52.5	1.0	2974787	89243	52.5	1.0	5542679	166280	52.5	1.0	5707944	171238	52.5	1.0
1560	49	10	9761024	292830	53.75	1.0	9761024	292830	53.75	1.0	17081792	512453	53.75	1.0	2180654	65419	53.75	1.0	6386201	191586	53.75	1.0	7059873	211796	53.75	1.0	7059873	211796	53.75	1.0	5275627	158268	53.75	1.0	3058583	91757	53.75	1.0	5698810	170964	53.75	1.0	5868731	176061	53.75	1.0
1561	50	10	10028449	300853	55.0	1.0	10028449	300853	55.0	1.0	17549786	526493	55.0	1.0	2240398	67211	55.0	1.0	6561166	196834	55.0	1.0	7253294	217598	55.0	1.0	7253294	217598	55.0	1.0	5420165	162604	55.0	1.0	3142380	94271	55.0	1.0	5854942	175648	55.0	1.0	6029518	180885	55.0	1.0
1562	51	10	10295874	308876	56.25	1.0	10295874	308876	56.25	1.0	18017780	540533	56.25	1.0	2300142	69004	56.25	1.0	6736130	202083	56.25	1.0	7446715	223401	56.25	1.0	7446715	223401	56.25	1.0	5564702	166941	56.25	1.0	3226177	96785	56.25	1.0	6011074	180332	56.25	1.0	6190305	185709	56.25	1.0
1563	52	10	10563300	316899	57.5	1.0	10563300	316899	57.5	1.0	18485775	554573	57.5	1.0	2359886	70796	57.5	1.0	6911095	207332	57.5	1.0	7640136	229204	57.5	1.0	7640136	229204	57.5	1.0	5709240	171277	57.5	1.0	3309974	99299	57.5	1.0	6167206	185016	57.5	1.0	6351092	190532	57.5	1.0
1564	53	10	10830725	324921	58.75	1.0	10830725	324921	58.75	1.0	18953769	568613	58.75	1.0	2419630	72588	58.75	1.0	7086059	212581	58.75	1.0	7833557	235006	58.75	1.0	7833557	235006	58.75	1.0	5853778	175613	58.75	1.0	3393771	101813	58.75	1.0	6323338	189700	58.75	1.0	6511880	195356	58.75	1.0
1565	54	10	11098150	332944	60.0	1.0	11098150	332944	60.0	1.0	19421763	582652	60.0	1.0	2479374	74381	60.0	1.0	7261024	217830	60.0	1.0	8026979	240809	60.0	1.0	8026979	240809	60.0	1.0	5998316	179949	60.0	1.0	3477567	104327	60.0	1.0	6479469	194384	60.0	1.0	6672667	200180	60.0	1.0
1566	55	10	11365576	340967	61.25	1.0	11365576	340967	61.25	1.0	19889758	596692	61.25	1.0	2539118	76173	61.25	1.0	7435988	223079	61.25	1.0	8220400	246612	61.25	1.0	8220400	246612	61.25	1.0	6142853	184285	61.25	1.0	3561364	106840	61.25	1.0	6635601	199068	61.25	1.0	6833454	205003	61.25	1.0
1567	56	10	11633001	348990	62.5	1.0	11633001	348990	62.5	1.0	20357752	610732	62.5	1.0	2598862	77965	62.5	1.0	7610953	228328	62.5	1.0	8413821	252414	62.5	1.0	8413821	252414	62.5	1.0	6287391	188621	62.5	1.0	3645161	109354	62.5	1.0	6791733	203752	62.5	1.0	6994241	209827	62.5	1.0
1568	57	10	11900426	357012	63.75	1.0	11900426	357012	63.75	1.0	20825746	624772	63.75	1.0	2658605	79758	63.75	1.0	7785917	233577	63.75	1.0	8607242	258217	63.75	1.0	8607242	258217	63.75	1.0	6431929	192957	63.75	1.0	3728958	111868	63.75	1.0	6947865	208435	63.75	1.0	7155028	214650	63.75	1.0
1569	58	10	12167852	365035	65.0	1.0	12167852	365035	65.0	1.0	21293741	638812	65.0	1.0	2718349	81550	65.0	1.0	7960881	238826	65.0	1.0	8800663	264019	65.0	1.0	8800663	264019	65.0	1.0	6576467	197294	65.0	1.0	3812755	114382	65.0	1.0	7103997	213119	65.0	1.0	7315815	219474	65.0	1.0
1570	59	10	12435277	373058	66.25	1.0	12435277	373058	66.25	1.0	21761735	652852	66.25	1.0	2778093	83342	66.25	1.0	8135846	244075	66.25	1.0	8994085	269822	66.25	1.0	8994085	269822	66.25	1.0	6721004	201630	66.25	1.0	3896552	116896	66.25	1.0	7260128	217803	66.25	1.0	7476602	224298	66.25	1.0
1571	60	10	12702702	381081	67.5	1.0	12702702	381081	67.5	1.0	22229729	666891	67.5	1.0	2837837	85135	67.5	1.0	8310810	249324	67.5	1.0	9187506	275625	67.5	1.0	9187506	275625	67.5	1.0	6865542	205966	67.5	1.0	3980348	119410	67.5	1.0	7416260	222487	67.5	1.0	7637390	229121	67.5	1.0
1572	61	10	13103840	262076	69.0	1.0	13103840	262076	69.0	1.0	22931721	458634	69.0	1.0	2927453	58549	69.0	1.0	8573257	171465	69.0	1.0	9477637	189552	69.0	1.0	9477637	189552	69.0	1.0	7082349	141646	69.0	1.0	4106044	82120	69.0	1.0	7650458	153009	69.0	1.0	7878570	157571	69.0	1.0
1573	62	10	13504978	270099	70.5	1.0	13504978	270099	70.5	1.0	23633712	472674	70.5	1.0	3017069	60341	70.5	1.0	8835704	176714	70.5	1.0	9767769	195355	70.5	1.0	9767769	195355	70.5	1.0	7299155	145983	70.5	1.0	4231739	84634	70.5	1.0	7884656	157693	70.5	1.0	8119751	162395	70.5	1.0
1574	63	10	13906116	278122	72.0	1.0	13906116	278122	72.0	1.0	24335704	486714	72.0	1.0	3106685	62133	72.0	1.0	9098150	181963	72.0	1.0	10057901	201158	72.0	1.0	10057901	201158	72.0	1.0	7515962	150319	72.0	1.0	4357434	87148	72.0	1.0	8118853	162377	72.0	1.0	8360932	167218	72.0	1.0
1575	64	10	14307254	286145	73.5	1.0	14307254	286145	73.5	1.0	25037695	500753	73.5	1.0	3196301	63926	73.5	1.0	9360597	187211	73.5	1.0	10348033	206960	73.5	1.0	10348033	206960	73.5	1.0	7732768	154655	73.5	1.0	4483129	89662	73.5	1.0	8353051	167061	73.5	1.0	8602113	172042	73.5	1.0
1576	65	10	14708392	294167	75.0	1.0	14708392	294167	75.0	1.0	25739687	514793	75.0	1.0	3285917	65718	75.0	1.0	9623044	192460	75.0	1.0	10638165	212763	75.0	1.0	10638165	212763	75.0	1.0	7949575	158991	75.0	1.0	4608824	92176	75.0	1.0	8587249	171744	75.0	1.0	8843293	176865	75.0	1.0
1577	66	10	15109530	302190	76.5	1.0	15109530	302190	76.5	1.0	26441678	528833	76.5	1.0	3375533	67510	76.5	1.0	9885490	197709	76.5	1.0	10928296	218565	76.5	1.0	10928296	218565	76.5	1.0	8166382	163327	76.5	1.0	4734520	94690	76.5	1.0	8821447	176428	76.5	1.0	9084474	181689	76.5	1.0
1578	67	10	15510668	310213	78.0	1.0	15510668	310213	78.0	1.0	27143669	542873	78.0	1.0	3465149	69302	78.0	1.0	10147937	202958	78.0	1.0	11218428	224368	78.0	1.0	11218428	224368	78.0	1.0	8383188	167663	78.0	1.0	4860215	97204	78.0	1.0	9055644	181112	78.0	1.0	9325655	186513	78.0	1.0
1579	68	10	15911806	318236	79.5	1.0	15911806	318236	79.5	1.0	27845661	556913	79.5	1.0	3554765	71095	79.5	1.0	10410384	208207	79.5	1.0	11508560	230171	79.5	1.0	11508560	230171	79.5	1.0	8599995	171999	79.5	1.0	4985910	99718	79.5	1.0	9289842	185796	79.5	1.0	9566836	191336	79.5	1.0
1580	69	10	16312944	326258	81.0	1.0	16312944	326258	81.0	1.0	28547652	570953	81.0	1.0	3644381	72887	81.0	1.0	10672830	213456	81.0	1.0	11798692	235973	81.0	1.0	11798692	235973	81.0	1.0	8816801	176336	81.0	1.0	5111605	102232	81.0	1.0	9524040	190480	81.0	1.0	9808016	196160	81.0	1.0
1581	70	10	16714082	334281	82.5	1.0	16714082	334281	82.5	1.0	29249644	584992	82.5	1.0	3733997	74679	82.5	1.0	10935277	218705	82.5	1.0	12088823	241776	82.5	1.0	12088823	241776	82.5	1.0	9033608	180672	82.5	1.0	5237301	104746	82.5	1.0	9758237	195164	82.5	1.0	10049197	200983	82.5	1.0
1582	71	10	17115220	342304	84.0	1.0	17115220	342304	84.0	1.0	29951635	599032	84.0	1.0	3823613	76472	84.0	1.0	11197724	223954	84.0	1.0	12378955	247579	84.0	1.0	12378955	247579	84.0	1.0	9250415	185008	84.0	1.0	5362996	107259	84.0	1.0	9992435	199848	84.0	1.0	10290378	205807	84.0	1.0
1583	72	10	17516358	350327	85.5	1.0	17516358	350327	85.5	1.0	30653627	613072	85.5	1.0	3913229	78264	85.5	1.0	11460170	229203	85.5	1.0	12669087	253381	85.5	1.0	12669087	253381	85.5	1.0	9467221	189344	85.5	1.0	5488691	109773	85.5	1.0	10226633	204532	85.5	1.0	10531559	210631	85.5	1.0
1584	73	10	17917496	358349	87.0	1.0	17917496	358349	87.0	1.0	31355618	627112	87.0	1.0	4002844	80056	87.0	1.0	11722617	234452	87.0	1.0	12959219	259184	87.0	1.0	12959219	259184	87.0	1.0	9684028	193680	87.0	1.0	5614386	112287	87.0	1.0	10460830	209216	87.0	1.0	10772739	215454	87.0	1.0
